Player Name,Ping,Kills,Assists,Deaths,MVP,HSP,Score
Cherry,101,16,2,11,4,41,45
P1KA cs.money,107,17,6,16,3,58,40
Toothless™,105,14,2,13,0,64,40
Luffy,108,15,1,15,2,6,33
☣-|_€G€[\]D@₹¥-☣,56,20,2,21,5,35,56
Sgt.,7,24,4,22,3,45,54
abhi17,57,13,0,22,0,38,31
chrisR,0,12,1,12,0,50,28
Spartacus,0,3,1,9,0,50,8
Mohsen,31,37,9,18,7,56,90
badr,9,24,10,21,4,50,62
Assy Slappy,37,17,5,14,0,52,45
katsumisama {sensei}#Stay_home,15,17,2,17,4,35,40
JawaD NO F3aR,89,12,4,16,0,0,38
TEDDY,42,34,4,22,8,58,75
Self Reliance,89,29,5,25,2,10,65
KonFig,44,22,3,18,2,54,59
abhi17,29,17,4,22,4,23,45
Shakidome,66,8,5,21,0,0,27
Rigsy,71,25,5,22,4,28,61
PAPA,17,23,4,22,5,34,56
KhauF,30,24,1,19,0,33,54
D,96,20,2,21,0,55,46
tomi`s,48,16,5,26,3,56,38
H1TMAN,132,23,3,21,4,39,57
Eurecker | Charsi & Ganjedi |,34,23,3,18,5,25,52
♕ SD ♕,18,21,2,21,3,36,46
abhi17,75,14,2,20,0,21,32
kruzer,62,11,5,17,0,18,30
✪ PoPeYe,6,28,9,21,4,39,72
Left_Click,64,21,2,16,5,47,55
✪ SphinX,13,21,2,19,3,42,50
RL,52,17,8,21,3,23,47
shadow,59,11,2,18,0,54,26
-CenturioN.,0,25,10,22,5,48,67
No I am not doing a fuckin ECO,72,20,3,21,3,30,50
[deleted],0,20,3,21,3,45,49
abhi17,31,17,5,21,3,47,45
☣︎🅱🅴🅰🆂🆃☣ Strong3r T|-|@|\| B3For,23,15,3,23,0,33,36
Savage Sunny,39,28,4,19,11,21,77
....,69,29,0,20,3,51,61
❤ Simbaa ❤,34,21,6,21,2,33,51
Flying Potato,53,18,3,19,0,33,43
CoffinMan,5,12,1,20,0,25,31
Twistzz,75,15,0,17,2,33,34
deby,52,11,3,15,0,45,27
neo,0,9,3,17,2,54,23
$Petroll,0,10,0,15,0,0,20
Waynn.TV,83,7,2,16,0,42,17
AGENT 47,17,29,0,10,5,24,64
ANIMOSITY,115,20,3,11,4,45,54
✪NILL,5,14,3,11,3,57,42
N30N -FTW,6,8,4,13,3,55,31
abhi17,34,10,4,10,0,20,28
DaNooBro,40,27,2,13,6,29,60
sn0w,36,21,1,12,5,23,54
AGENT 47,15,21,4,13,3,52,52
Toshi,43,16,2,17,2,41,36
abhi17,27,12,3,15,0,41,29
₵Ø-ⱤɆ₭₮,0,17,6,21,4,22,46
Indominous #Need a 5th,100,13,4,16,0,61,36
ANIMOSITY,120,13,1,21,0,46,32
200 quartz no MHX CSGOEmpire.com,34,13,2,22,2,23,31
Luffy,45,12,1,19,0,16,30
DuNgEoN mAsTeR,15,28,2,19,4,42,58
[W]ork [F]rom [H]ome,40,19,6,19,4,26,48
Rigsy,93,19,3,23,3,47,48
QBlade,88,20,1,24,0,45,43
abhi17,58,9,7,23,0,33,25
tEnj0,46,39,6,15,8,41,96
PAKCOY,51,26,3,22,5,25,63
eyjattt,42,19,7,20,2,36,48
Xstitch,42,13,3,17,0,30,39
The Gibus King,63,10,4,22,0,30,26
Wally West cs.money,75,28,3,19,7,28,68
K,21,26,6,18,4,26,66
FREEJASIAH,25,21,6,19,0,61,51
✪ NGU ĐẦN - hoàn ✪,31,17,2,20,0,29,50
Shahz,10,14,5,20,3,35,42
BEYONDREAM,55,24,3,20,5,58,67
abhi17,75,25,1,22,0,24,62
大大大大大大大哥别杀我,48,16,3,21,0,12,45
Mahatma Murga,49,14,7,22,3,50,40
☂ Adhir ⚡,46,17,2,21,2,11,38
ScarreN   ^H^,62,25,2,15,3,15,64
Aqua (アクア),5,23,5,19,5,13,57
Just-ICE,93,20,6,20,3,35,55
Hellsniper,5,21,4,18,3,47,54
"PAA""DON""[AKA]{ThE BE@ST} I YT",5,12,10,22,2,58,37
SWAPPY AWPPY,43,22,6,21,0,13,56
Pannywise,9,16,7,21,5,11,48
niKo *,33,21,3,21,2,42,47
shady,31,19,2,21,0,15,43
abhi17,31,14,6,19,0,14,35
abhi17,31,29,3,19,8,13,67
Floki,0,24,4,19,4,38,59
Self Reliance,79,20,6,22,4,35,49
b3nd3r,0,3,0,9,0,0,6
Mr. D2,0,2,2,10,0,0,6
✪ L,60,25,5,19,6,28,69
corona GO,100,22,2,21,2,50,48
Agastya,51,20,3,21,3,20,47
★Benji,5,14,3,21,0,35,33
crazyol,0,1,1,4,0,100,4
rockitsme,51,30,6,21,5,43,79
Chief Akash,49,26,2,22,3,46,58
||🅱🆄🅽🆃🆈|| 🅶,58,22,8,22,2,59,52
reugain,39,17,7,23,2,47,48
PAPa nikkerS,0,15,4,23,3,41,42
freeze corleone,25,43,3,17,9,41,95
abhi17,48,26,6,20,4,46,64
b3nd3r,54,13,7,27,2,23,38
Self Reliance,61,13,4,26,0,38,33
Franku,0,-1,0,1,0,0,0
z0doLLLLLLLLLLLLLLLLLLLLLLLL,43,23,3,22,3,43,66
BoShnb ♚,31,22,3,21,3,36,59
✪ KRAX,5,21,2,20,4,23,47
✡☯Cyrus☯✡,81,16,4,20,3,43,44
abhi17,34,17,3,18,3,17,38
#Pcmg gaming Road to 2.2k subs,0,24,3,21,3,28,56
Shoxieeee,122,22,6,18,6,27,53
Luffy,43,18,5,20,0,33,51
pkc,5,19,4,20,2,31,50
pablo,0,14,3,22,0,35,39
God-Pink,55,28,5,20,4,60,68
Johan Liem,0,20,3,20,2,25,53
Yume.,0,15,5,18,2,20,44
嫌疑人,93,15,9,26,0,43,41
youaremine,57,7,2,24,0,14,16
FnR,29,33,5,16,4,36,76
PNIS,35,28,7,14,6,42,72
Seacecd,47,23,1,20,3,52,62
abhi17,85,15,2,17,0,40,40
WOAH REQUIEM,108,8,5,20,2,44,31
MouwP,31,21,7,21,2,23,53
VIRGIN@69™,5,21,3,20,2,23,50
Sergio Ramos-The Gladiator,22,20,6,20,2,45,46
SAM YOUR DAD,31,13,2,17,0,23,31
Chani,5,9,6,21,2,22,30
abhi17,34,26,3,14,5,38,65
✪Nikoboy,6,26,3,17,5,19,61
DJ ROGER,13,19,6,17,3,15,53
DARTH VAGINA,36,14,4,17,2,21,36
♛ Zɘɗ ♛,5,14,4,19,0,28,36
kj,52,15,3,3,3,43,34
Boom,47,10,3,5,3,20,27
Raz0r.fTw* <3 mIa,183,8,3,7,0,37,19
BAD ☜♛☞ BOY,82,6,1,2,0,57,14
☞c1f3r™,66,2,0,3,0,0,5
abhi17,32,6,2,9,0,50,14
DaNooBro,36,4,0,9,0,0,8
sn0w,36,1,0,9,0,0,6
DNB,56,1,1,8,0,0,3
p3ni5,0,1,0,4,0,100,2
DaNooBro,34,25,1,14,6,28,53
abhi17,28,18,4,14,2,16,45
sn0w,34,18,3,12,3,22,41
p3ni5,35,17,3,16,3,35,38
Noobi3,16,11,4,18,2,27,27
I ain't got a sharingan(-_-),63,25,2,18,0,72,53
Haku,7,15,2,20,0,26,39
Michael Scofield,5,11,1,20,0,45,27
_______________________,77,10,3,15,3,50,26
ֆ𝖎𝖑𝖛3𝖗  X♥,35,9,3,20,2,36,26
Monkey D Luffy™,5,23,1,21,2,43,48
RADIOACTIV3,38,21,2,19,4,13,48
ZAWARUDOOOOOOO,34,12,1,15,3,46,26
FLAME,7,11,1,20,0,45,24
GoKu,5,8,5,22,0,12,23
DaNooBro,36,24,7,16,4,54,65
sn0w,34,22,1,16,2,18,53
Noobi3,17,16,6,17,3,68,45
abhi17,30,17,2,12,2,35,43
p3ni5,36,17,4,16,5,23,40
☯LEFTY,73,27,2,21,3,33,56
NaDaR,10,21,7,20,3,42,54
Daaku,73,19,4,19,0,26,50
ֆȶǟɨռ,0,20,2,18,4,65,49
abhi17,29,7,4,23,0,28,18
Angel Dust,104,26,2,15,2,34,61
ȺRMATURE,37,20,4,18,5,55,55
reAper,78,18,3,18,3,15,55
FATCATFISHFOOD,23,19,7,23,3,21,47
Ozuma,110,16,7,20,3,25,43
ropz,46,16,2,18,2,18,40
dAREbazz,46,13,0,19,0,38,26
.,115,9,3,19,2,11,21
✡☯Cyrus☯✡,76,7,2,20,0,14,17
TOM,28,7,1,18,0,37,17
Vanishing,64,31,9,10,6,45,77
abhi17,50,22,4,10,4,27,53
gals,77,15,3,11,3,20,41
TuePoyGuy,63,11,3,11,2,27,37
BOT Uri,46,14,0,11,0,57,35
abhi17,53,25,1,26,2,28,56
Enaya,6,23,6,25,4,34,56
BANANA,0,21,3,19,5,19,53
inv1s1bl3 `,78,18,10,24,0,38,47
Pho3nix,77,13,6,26,2,38,38
M,45,27,2,18,4,33,71
KHAN,6,30,4,17,6,43,69
Gase,26,22,5,22,0,54,60
Pain,52,23,7,20,3,34,59
za warudo,50,18,7,23,2,22,46
ーOblivionー,31,30,7,20,3,45,76
Incomparable,45,24,9,23,3,50,61
YuSoH,36,17,3,20,4,23,49
Unji,39,18,1,18,4,22,45
อัตตานัง,31,15,0,22,2,26,36
abhi17,73,30,6,19,5,40,73
Chillin`,32,24,3,18,3,41,64
Eun,57,19,4,25,3,42,49
Jesus's right testicles,15,17,4,20,2,33,44
ᴛᴇꜱᴛɪɴɢᴍʏꜱᴋɪʟʟᴢᴢ,52,11,5,24,0,36,30
GGWP,63,24,3,19,5,36,56
abhi17,52,20,6,18,3,25,50
Glady,23,15,7,18,2,60,50
Zen'G,62,21,2,20,2,19,47
Lee Ji-eun,65,17,5,20,4,47,46
Oschtz.Shankers [3te PGD],40,24,8,17,4,41,63
γbiꟼ,27,18,3,20,2,44,46
My boi Martin <3,63,18,0,18,3,50,46
mum hunter,66,19,3,20,2,36,43
GuiLLOtineR,28,15,3,23,0,13,38
Here COMES CANCer,46,23,3,19,5,43,62
abhi17,49,25,5,17,4,23,60
Ain Shi,117,22,6,13,3,27,57
Mr.BOB,98,12,7,21,2,41,35
Lolita,0,4,3,7,2,80,11
batmo biel,47,33,4,21,7,36,75
CRASH,47,13,5,24,2,30,37
Scooby,47,12,4,22,0,16,36
§huβham DaЯky,56,12,8,24,0,16,33
pikka-pikkaa,52,10,4,19,0,27,28
niko niko NEEEEEEEEEEEEEEEE,54,21,2,12,6,33,58
TheBigRobDog69,46,22,3,14,6,45,51
cornrow,56,21,7,13,2,19,51
ooo jinkies,69,18,8,15,2,22,44
abhi17,73,14,1,16,0,42,32
ยายเป้ากระเด้าหม้อ,30,20,5,18,2,45,55
KuangKung,49,15,5,20,0,43,41
.Vincentttt,31,13,6,21,2,38,32
# E D M,43,9,2,18,0,0,32
Scooby,31,11,3,21,0,45,25
abhi17,45,17,7,20,2,17,52
eResh,68,19,6,20,2,10,47
cai thang cu huan hoa hong,89,21,4,22,2,52,46
Nob1tap,61,14,2,20,3,28,34
Eizien,0,15,3,24,2,20,33
~Ⓙⓞⓚⓔⓡ,12,37,7,15,6,35,86
satya,58,23,6,16,0,30,61
Viddi,5,18,6,15,4,44,47
John 117,9,17,3,19,4,29,45
GoCool,11,11,2,21,0,63,27
Hope,37,24,2,13,6,41,61
Shark,30,19,7,14,2,26,50
s1ckster,66,19,6,13,3,31,47
Artis,54,18,1,13,4,47,45
Blackpanther,57,13,7,13,0,61,36
O_O,31,15,5,20,2,40,40
abhi17,29,18,1,17,3,33,39
Satan,49,12,3,18,0,58,33
tripY ♥,5,13,4,20,0,7,32
06Mitango,64,7,2,19,0,71,23
[♠] ^_nσσвprσ_^ [♠],27,34,1,9,6,23,70
★=H$=βurzεus°\_/°★,7,27,6,11,7,33,61
j.Y,28,11,2,9,0,18,27
𝕋𝕊𝕂,64,7,2,9,0,28,20
abhi17,0,3,0,7,0,50,9
PabloDoodhWala | Handouts.gg,13,12,4,18,0,23,35
IHateBoosters,5,16,1,16,0,43,33
ɏukii,124,9,7,17,2,40,28
PROT!K,51,5,2,19,0,40,18
SAM05A,30,4,2,18,0,0,15
Ryckler.,15,28,7,20,0,39,67
nezuko,15,25,6,14,7,34,59
Feyr,6,24,4,13,2,41,58
Kholhosnov,31,22,3,18,6,22,49
TheUnknownz,22,9,10,24,0,11,31
MYSTERYJOKER,5,24,3,19,2,50,56
✪ GrimX,42,23,2,24,2,60,52
A.,5,18,5,25,2,22,45
abhi17,74,8,2,21,2,25,22
Mrx08,0,8,2,11,2,12,18
AK47.Peek,12,29,6,13,7,58,67
alpaca,11,22,4,12,5,31,52
Sherry,31,19,6,8,2,21,47
𓅓Piҡo,12,13,7,12,2,15,38
AtTimyyyyyy,18,6,1,9,0,50,18
Social distancing warrior,33,15,2,17,0,46,41
abhi17,53,17,1,17,0,35,36
Beowulf,20,8,4,19,0,62,25
.luca143,34,8,6,17,0,25,22
Fody55,63,6,2,19,0,16,18
✪ Sharpshooter★♛,45,35,2,14,7,42,76
CAPED BALDY,996,20,3,16,5,30,50
abhi17,52,16,7,17,0,18,39
LO_Fir_Aya_Ghouri_R@PTOR,32,14,4,13,2,26,39
RICKET,101,12,2,16,0,16,26
Biryani Monster,39,18,4,20,0,36,43
✪︎DAni,32,17,3,20,4,36,39
B00RRI3D,47,14,3,20,2,42,33
|xX Dio Bran[}O Xx|,32,14,1,20,0,21,31
pc7_sniperblack_pc7,58,8,3,19,0,25,22
Nine,66,38,6,11,10,52,92
HdRoshac | 9,11,21,2,17,4,4,48
POI,91,18,4,16,2,16,45
gavriel,11,10,3,17,0,25,30
abhi17,75,12,0,17,0,41,28
☫4sHoCkz,27,20,7,21,0,15,54
Mark,32,21,2,20,2,27,48
ワッフルなし,6,9,11,21,0,33,36
YesBeef,10,14,1,20,2,14,29
242,100,11,1,20,2,27,28
Sparty^,23,35,4,17,2,42,79
Gaddafi ▶,25,28,4,19,5,32,74
✪ Sparkling_gvs,14,26,1,22,6,65,56
ThiccBoiii,35,17,7,21,0,29,47
G-Dragon,0,5,3,8,0,16,13
IamsexualPREDATOR,119,29,3,24,5,51,63
abhi17,30,22,4,21,2,36,53
k0rn3r,84,17,5,26,3,41,50
Public dick flasher,0,16,4,14,4,47,44
NiP|f0rest^|,62,13,4,25,0,38,34
ChinkiCSGOatse.com,0,28,4,24,5,46,65
☁ ＣJ Ｏ 橱,45,23,4,21,0,26,53
RS,43,14,6,23,4,33,37
BraveN #Love&Thunder,30,14,0,24,3,42,33
FleX,0,12,2,21,0,15,32
DeadShot,23,30,6,21,4,36,68
blindspot,65,27,8,15,4,37,66
[SAD],55,22,3,21,0,40,48
Convicted CSGO500 SKINHUB.COM,77,19,7,18,3,15,48
abhi17,29,14,10,19,4,46,43
booboo,30,24,4,9,5,33,68
^6Ripper,72,24,7,16,6,61,59
Reck,55,18,10,17,4,50,46
abhi17,50,14,10,16,0,7,38
m4gic cs.money,33,8,7,16,0,25,24
✪ Dassi,91,20,3,17,4,14,52
Convicted CSGO500 SKINHUB.COM,103,16,4,18,0,43,40
ALmighty,85,12,1,20,0,58,34
غم 🥀,75,9,4,20,0,10,28
AHOLiC_DONTCRY,0,0,0,2,0,0,0
NiceToFucfU csgoatse.com,42,21,4,11,4,66,50
abhi17,32,21,2,14,5,14,48
【﻿ＳｏＤａ】,50,15,2,7,5,6,40
Eizien,52,14,2,14,2,21,32
rayroyramram,0,0,0,0,0,0,0
ASH,74,19,2,17,2,52,42
^DeM1sE,66,13,0,15,0,46,30
मिस्टर पूल,65,11,0,15,0,18,24
FugLY|NICkOO,57,8,0,18,0,25,16
「Deα†hDeαlєя」,60,4,4,16,0,0,16
BitSkins.com Gamdom.com,69,30,1,20,2,40,69
✪AR4B,36,28,3,19,7,42,63
NiceToFucfU csgoatse.com,49,21,6,19,3,23,60
abhi17,58,23,3,21,2,39,49
BOT Exiler (Link in bio),61,18,3,19,2,16,41
shermxnsim,38,29,3,22,5,27,65
Eris,30,22,4,22,4,45,50
stew hellcase.com,0,20,1,24,3,14,49
Hawkeye,36,14,4,25,0,50,36
arezdloc,42,12,2,28,0,33,28
gdm,63,24,4,11,6,33,63
NinJu,66,23,2,13,4,21,55
CARDO DALISAY,71,18,5,16,4,22,41
U n K n O w N,77,15,3,15,0,20,35
MerCuR1aL,89,9,0,17,0,0,18
abhi17,57,24,3,17,0,16,55
Kurenai Yuhi,44,23,0,18,5,16,51
枯叶,148,17,5,17,0,29,40
Corona,50,4,5,19,0,25,17
link1n,0,-1,0,11,0,0,3
Beyond Infinity,84,34,3,21,5,41,71
LiL-7MooD,46,25,6,20,2,20,57
✪ sultan,40,19,2,22,3,63,45
PROFFESOR,78,17,5,21,3,23,45
Mo,16,12,5,23,3,41,35
Dead,34,33,2,19,4,21,71
Wang#1Fan,17,21,9,21,3,14,59
50shadesofmushkila,15,19,10,23,2,15,53
abhi17,58,19,3,18,2,26,43
PLEX,60,15,6,26,2,60,38
Dr.SnoW,14,25,8,18,4,28,69
Anonymous,9,23,6,14,6,56,59
abhi17,58,20,7,15,3,20,51
Jumping Gorilla,58,19,8,17,0,36,47
NiceToFucfU csgoatse.com,49,15,5,20,2,60,38
JayminJJ#negevgod,0,20,0,22,3,35,41
matcha,89,14,2,23,4,21,35
FleX,66,13,3,22,0,15,31
Gio,0,11,0,15,0,18,28
🅾🅻🅳_🅽🅸🅲🅺,0,2,0,2,2,75,4
Free fox ✮,25,22,5,20,3,47,51
Booch,21,19,4,17,2,31,48
al jamati yaganaru,33,12,3,17,2,66,34
"Nanoskillz jnr, :/",29,12,3,21,0,41,27
pooja,21,5,3,19,0,40,14
Seven,11,25,3,14,6,32,58
AiMBoT,56,18,1,15,4,27,52
spacetoonz,11,19,2,17,4,50,44
Dedlip,10,17,3,13,2,41,43
abhi17,58,13,6,13,0,30,34
WolfGang,0,25,4,13,4,61,57
abhi17,54,14,1,16,0,35,37
Mr. A,25,14,5,18,0,14,33
iSephTV,35,13,5,18,0,61,33
GREEN LANTERN,459,3,3,18,0,25,11
Wicked Ghost,55,24,4,18,5,16,59
SLayer,109,18,6,17,3,33,51
LXIX,59,18,0,13,3,21,44
don`khladeno,118,11,4,14,4,45,30
Heihachi Mishima,0,6,1,6,0,33,15
Abdulrahman,26,25,5,19,6,36,64
Gunter,15,23,6,20,3,17,58
Anas,80,24,6,17,3,45,55
✪ 7xG,15,16,7,18,4,56,47
PiKaCHU,70,8,3,20,0,0,20
⭕⃤  𝕒𝟡𝟟𝕐𝕒𝕟ℂ,62,43,5,17,8,34,95
CrabmeaT,16,20,5,17,2,35,57
sapnu puas,5,11,5,22,0,27,30
P5yCH0,63,9,3,19,0,44,25
abhi17,55,11,2,21,0,27,24
SeaKay,93,35,4,21,6,19,85
有心人,67,31,5,19,0,45,68
| ITzSTarBoi |,49,20,3,22,4,28,47
!Oliver!,86,9,6,23,0,22,30
Overdrive,39,6,3,24,0,50,17
Toshi,56,35,4,20,7,22,82
Noobi33,68,27,5,20,3,42,72
sn0w,63,18,5,20,3,27,50
abhi17,59,13,7,22,0,38,42
p3ni5,52,11,5,24,3,53,29
$#@!i/\/,0,14,4,19,0,35,32
DS,36,14,0,17,2,35,30
DJ ROGER,36,10,2,16,2,27,29
gegs,45,9,3,18,0,22,24
jabroescobar,137,9,3,17,0,55,23
abhi17,57,22,4,7,5,22,57
sHiKi,88,22,2,9,6,21,54
LUCIF3R^,69,17,6,12,3,41,49
THUNDER,20,15,3,15,2,6,38
sempak,38,9,5,15,0,77,25
abhi17,48,20,8,20,0,25,51
打炮,83,18,6,20,3,33,48
Self Reliance,57,20,2,21,2,15,43
Caffeinated1,33,15,0,20,0,43,33
nfsnam,0,6,4,16,0,25,18
MuSHyz,70,27,6,15,5,14,69
rocky,47,22,3,16,2,40,56
Tokumei ⛔,59,18,4,18,2,33,50
RaIDen,25,20,4,17,5,60,45
oSee,22,13,2,18,2,30,38
Frosty,7,24,4,20,3,29,72
Lana Rhoades CSGOEMPIRE.COM,9,29,5,19,5,31,66
skaad0sh,11,25,1,23,5,40,60
Riley Reid,5,20,4,23,3,30,44
K0M CSGOEmpire.com,5,12,6,24,0,33,30
- Unpredictable,0,30,3,20,6,33,65
Avatar : The Last DickBender,25,24,4,22,2,20,58
abhi17,78,22,6,23,2,45,55
Stabulize,23,16,5,19,2,17,49
Self Reliance,88,15,8,23,0,46,44
abhi17,59,19,4,19,5,26,54
|Na'Vi| AMIT SHAH,33,22,3,22,2,30,48
Buford,48,18,6,23,0,22,42
kalwani,46,16,6,24,2,6,41
Tokio,0,2,2,10,0,50,6
Gubi,56,33,7,20,4,6,76
kushal,5,25,7,18,4,36,66
Flayer19,78,17,6,18,3,23,52
AWPology,62,17,5,16,2,52,46
fS,43,15,8,19,3,33,43
t0M,46,25,7,20,2,40,62
yaboiMoose,70,23,2,20,4,34,54
abhi17,37,21,3,24,2,28,52
prajjwal,52,17,5,22,4,35,49
Twitch.tv/NashGamingIN,21,16,4,21,2,25,46
BAT,5,26,5,19,7,26,67
BLOODY ASSUALT,32,20,3,20,4,60,63
Mr.Tilt,45,25,4,21,3,36,60
Tiger Bhai Zinda,27,20,6,22,2,25,52
adib0rg,62,16,5,19,0,18,41
Zed,88,29,4,20,3,20,65
Ȿ𝙥𝙪𝙣𝙠𝙮 ᴳᵒᵈ,45,27,1,21,2,44,65
HARDROCK,42,17,5,22,2,29,43
KongGuanFriedChicken,53,14,6,21,4,21,39
Ver0nica™,42,12,2,24,3,8,29
Jancuk,67,25,7,23,5,56,66
R@R@,30,23,5,18,3,17,59
abhi17,39,23,1,17,5,13,53
SohamOP #30 fps,28,19,1,18,2,42,41
Alessandra,97,15,4,22,0,40,40
我膨胀了，我起飞了！您呢？,48,21,7,16,3,28,53
ace.001,77,19,0,18,6,31,52
EGG,42,21,6,19,3,54,51
Dickman,32,14,5,17,3,35,45
ุ,41,14,4,15,0,26,38
大脚步干您老布,32,21,5,16,2,19,48
ImNot_wjpu,9,15,4,17,0,46,38
abhi17,71,17,3,20,3,17,37
Ah Ben,5,15,5,21,0,40,36
คุณ bond,29,14,5,18,3,13,34
✪ JG,17,19,4,20,5,47,51
Dynamic,102,16,3,15,0,18,40
Vb3es7,0,15,2,22,0,40,32
DarkLord,0,12,3,20,0,41,30
dANNY...,27,8,1,20,0,37,21
Zypu,59,28,5,15,8,28,86
abhi17,40,19,7,13,2,42,51
OzoneFTW,12,20,5,14,0,35,50
stev,46,20,6,16,4,40,49
TwinkieZilla,0,12,4,16,0,46,32
♛Mr.MercY♛,63,23,3,16,2,34,60
dANNY...,60,19,5,22,2,42,50
Dark_knight.,73,19,7,23,5,31,47
ZED_iwnl,81,14,6,25,0,35,34
AxeA,49,13,5,23,0,15,33
✪ JG,31,38,7,16,8,34,91
abhi17,57,28,4,20,4,35,65
NewB1E,47,16,3,19,0,18,46
( ͡ʘ ͜ʖ ͡ʘ),95,15,3,19,0,80,36
LUCIFER,85,11,0,15,3,50,33
Sinisteя,15,28,1,19,7,39,71
__Proman Dau___,62,24,7,22,5,36,63
Kakashi,62,22,3,21,0,40,50
WARRIOR,118,19,5,25,2,42,44
Get_Left#DeagleOnly,0,10,4,22,0,36,24
p3ni5,30,31,6,24,4,35,70
sn0w,47,20,6,21,4,40,62
abhi17,32,22,4,20,0,13,52
Self Reliance,48,21,6,22,3,23,51
Noobi3,30,18,6,22,3,5,45
Self Reliance,64,31,5,20,3,19,74
sn0w,62,25,5,20,5,24,67
abhi17,49,19,3,22,0,21,43
pussy breaker,83,11,4,21,2,54,40
Noobi3,47,15,4,20,2,60,37
M0H@Wk,47,35,6,21,8,34,81
Sniper376,88,29,2,18,5,27,71
FX_FAr,43,18,7,19,0,11,53
darkzangelzz,64,12,4,21,0,33,34
T.I. KING  :),45,9,3,22,0,11,25
RuminatorN,5,24,6,23,3,25,60
FYM,30,26,1,19,3,23,57
cakkk,15,18,6,21,2,33,44
ysqeq,30,14,4,22,0,26,39
abhi17,71,9,3,20,0,20,28
Agent 69,15,35,3,15,7,28,80
chiro,31,31,8,16,4,19,75
一打击,55,15,4,22,0,20,38
pepe time,16,10,9,22,0,30,36
brừm brừm brừm,47,12,4,18,3,33,31
✪ Hesus ツ,55,34,4,22,6,26,75
✪Floppy,94,23,4,23,4,26,54
abhi17,53,21,4,16,2,19,53
SAGIRI <3,8,16,5,23,2,35,44
Ana!,68,12,3,21,0,50,27
BadToTheBone,94,33,5,24,4,21,74
AntiSpell,93,26,4,20,5,48,69
WARNINGFuRY#CR7 DAY,95,21,5,22,6,45,58
Kuzey,93,12,5,23,0,41,31
✘UzZ✘,32,12,1,21,0,16,26
WeDontTalkAnymOre,30,25,1,21,3,34,54
Stryker,31,21,2,19,3,28,52
Vybrid,172,17,5,21,3,41,41
Justfresh,0,7,2,14,0,50,16
ExoLit,0,3,1,9,0,66,7
GUY 5,82,27,5,18,5,51,70
GUY 3,41,22,5,16,6,18,58
mihir_xd,5,21,6,21,0,36,51
LujAno,76,17,6,15,3,41,46
abhi17,31,14,7,20,0,21,44
zaparad0,81,23,5,22,3,34,57
Panda,44,20,1,23,2,30,49
whalemeister,45,18,4,19,3,33,48
BEOL DARAH,60,20,5,23,0,40,47
•D'Grey,77,19,4,23,4,52,43
abhi17,49,26,0,16,4,23,63
NĮNĴÄ,62,25,7,22,5,24,63
Salvahis,77,22,6,22,2,31,52
RollingPaPer:,60,22,2,23,4,18,50
‵「AN4RCHY」| wιρz,95,15,4,17,0,6,40
Slightly Enabled,53,19,1,14,3,35,42
Sachin,43,20,4,10,4,35,50
abhi17,59,19,2,5,5,47,48
HiMi,94,20,3,10,2,45,44
Pizzabites,50,16,4,9,4,31,40
BSanal,67,12,6,13,0,16,32
ᵑᵒᵐᵎᵎ Ash👻,0,10,2,17,0,50,29
HITMAN,47,12,0,16,2,33,25
꧁꧂MajorS ꧁꧂,88,7,2,18,0,42,25
BeAk #road to vasundhara,46,10,2,17,0,60,23
Fred,92,8,1,19,0,75,18
abhi17,56,29,2,20,3,31,66
LoGuNNN^   !!**,74,25,5,18,3,12,65
Kurama,55,21,7,25,5,47,51
KoldSt1ng,80,19,4,21,3,57,46
SixT4-Bit,0,2,1,12,0,28,8
note7,110,43,9,19,10,44,104
秋秋子,129,34,2,19,0,58,73
Rain,108,11,7,19,2,45,36
❤  ღ◕‿◕,108,9,3,23,2,22,26
Hide on bush,155,8,4,24,0,37,26
ALVii,55,26,9,22,3,50,64
zeroblack454,56,23,4,22,3,39,54
I'm emo 💔,15,22,6,20,0,40,51
Bin laden ''',45,18,4,23,3,16,44
I vomitted,49,15,1,21,3,46,43
Shouko is Cute,7,27,7,21,6,44,68
๖ۣۜNëṽër๖ۣۜMöre,30,27,2,18,4,40,66
Balil hasan,18,20,4,22,0,50,50
be36w`prices,32,19,5,21,4,26,47
abhi17,83,15,3,22,0,26,42
-V-,105,25,4,18,4,36,54
weed farm,26,11,2,19,3,36,32
abhi17,47,12,3,17,0,8,29
Sir Savage the 21st,37,10,1,22,0,10,23
Mani#Nubs,27,9,3,20,0,11,21
mihir_xd,26,23,7,16,3,26,57
Minus 0,46,15,5,12,3,20,56
"Name's Berry, Strawberry",62,24,4,13,5,25,55
P [R] A |< }{ [A] R,42,19,7,16,4,31,51
"Name's Melon, WaterMelon",62,15,2,10,0,13,43
PranayS,28,32,5,16,6,46,71
Captain RED,69,22,8,19,5,22,52
python,74,18,3,20,3,33,41
SyrusK,48,17,3,19,0,47,39
Alphapro,56,12,4,23,0,23,28
Biggie Cheese,27,32,8,22,5,53,73
L3THAL,84,18,5,21,0,38,46
Red ♠,5,16,5,20,3,37,43
MODI The God Of India,68,18,3,20,0,27,39
abhi17,58,11,4,19,0,8,30
☆BLAST☆,40,28,2,16,4,46,71
SLASH. The Lone Wolf,79,26,4,20,8,62,62
℣ 90 's MK.,0,19,4,18,0,40,49
16B,81,15,5,22,2,20,37
Blackfire,82,13,4,22,0,38,31
